,000300.SH,,,000905.SH,,,000016.SH,,,000852.SH,,
,CSI 300 dividend yield,CSI 300,CSI 300 dividend,CSI 500 dividend yield,CSI 500,CSI 500 dividend,SSE 50 dividend yield,SSE 50,SSE 50 dividend,CSI 1000 dividend yield,CSI 1000,CSI 1000 dividend
2020/8/28,1.84 ,4844.27 ,89.37 ,1.25 ,6691.21 ,83.40 ,2.81 ,3368.44 ,94.62 ,0.92 ,7204.78 ,66.56 
2020/8/31,1.86 ,4816.22 ,89.41 ,1.25 ,6668.43 ,83.45 ,2.83 ,3343.89 ,94.70 ,0.92 ,7224.05 ,66.51 
2020/9/1,1.85 ,4842.12 ,89.49 ,1.24 ,6710.46 ,83.42 ,2.83 ,3355.10 ,94.83 ,0.92 ,7258.89 ,66.52 
2020/9/2,1.85 ,4843.89 ,89.59 ,1.24 ,6717.56 ,83.43 ,2.84 ,3347.30 ,95.00 ,0.91 ,7272.62 ,66.51 
2020/9/3,1.86 ,4817.10 ,89.57 ,1.25 ,6662.25 ,83.23 ,2.85 ,3334.41 ,95.05 ,0.92 ,7189.86 ,66.48 
2020/9/4,1.88 ,4770.22 ,89.51 ,1.26 ,6618.58 ,83.33 ,2.87 ,3309.21 ,95.01 ,0.93 ,7182.11 ,66.59 
2020/9/7,1.91 ,4669.37 ,89.26 ,1.29 ,6478.81 ,83.40 ,2.91 ,3253.43 ,94.83 ,0.95 ,7057.19 ,66.70 
2020/9/8,1.90 ,4694.39 ,89.06 ,1.28 ,6525.10 ,83.51 ,2.88 ,3289.91 ,94.64 ,0.94 ,7103.09 ,66.82 
2020/9/9,1.93 ,4584.59 ,88.67 ,1.31 ,6349.22 ,83.42 ,2.91 ,3235.70 ,94.29 ,0.97 ,6877.60 ,66.83 
2020/9/10,1.93 ,4581.98 ,88.65 ,1.34 ,6235.57 ,83.27 ,2.86 ,3245.50 ,92.88 ,1.00 ,6633.89 ,66.61 
2020/9/11,1.92 ,4627.28 ,88.86 ,1.32 ,6311.97 ,83.23 ,2.85 ,3265.50 ,93.07 ,0.99 ,6742.06 ,66.61 
2020/9/14,1.91 ,4651.05 ,88.96 ,1.31 ,6351.24 ,83.32 ,2.85 ,3294.15 ,94.00 ,0.97 ,6848.36 ,66.55 
2020/9/15,1.90 ,4688.48 ,89.14 ,1.30 ,6387.88 ,83.29 ,2.84 ,3317.64 ,94.29 ,0.97 ,6881.59 ,66.47 
2020/9/16,1.91 ,4657.36 ,88.92 ,1.31 ,6353.84 ,83.24 ,2.85 ,3295.58 ,94.06 ,0.98 ,6812.91 ,66.44 
2020/9/17,1.92 ,4632.71 ,88.90 ,1.30 ,6367.02 ,82.96 ,2.88 ,3264.69 ,93.95 ,0.97 ,6825.15 ,66.46 
2020/9/18,1.88 ,4737.09 ,88.91 ,1.28 ,6469.47 ,82.85 ,2.80 ,3347.78 ,93.89 ,0.96 ,6929.77 ,66.48 
2020/9/21,1.90 ,4691.43 ,88.91 ,1.28 ,6445.96 ,82.82 ,2.83 ,3311.59 ,93.81 ,0.96 ,6927.19 ,66.48 
2020/9/22,1.92 ,4635.76 ,88.84 ,1.30 ,6358.65 ,82.83 ,2.87 ,3270.52 ,93.72 ,0.97 ,6815.78 ,66.41 
2020/9/23,1.91 ,4652.33 ,88.99 ,1.30 ,6392.03 ,82.85 ,2.87 ,3275.74 ,93.98 ,0.97 ,6862.97 ,66.37 
2020/9/24,1.94 ,4563.07 ,88.68 ,1.33 ,6244.64 ,82.79 ,2.90 ,3218.72 ,93.46 ,0.99 ,6675.15 ,66.32 
2020/9/25,1.94 ,4570.02 ,88.69 ,1.33 ,6236.89 ,82.75 ,2.90 ,3229.78 ,93.64 ,1.00 ,6634.39 ,66.29 
2020/9/28,1.93 ,4581.91 ,88.60 ,1.34 ,6178.47 ,82.62 ,2.88 ,3250.50 ,93.67 ,1.01 ,6550.37 ,66.29 
2020/9/29,1.93 ,4591.80 ,88.73 ,1.33 ,6228.77 ,82.61 ,2.89 ,3241.32 ,93.71 ,1.00 ,6621.03 ,66.28 
2020/9/30,1.93 ,4587.40 ,88.71 ,1.33 ,6192.50 ,82.52 ,2.90 ,3232.42 ,93.73 ,1.00 ,6617.16 ,66.27 
2020/10/9,1.90 ,4681.14 ,89.11 ,1.30 ,6357.97 ,82.62 ,2.87 ,3286.86 ,94.23 ,0.97 ,6822.36 ,66.31 
2020/10/12,1.85 ,4823.16 ,89.33 ,1.26 ,6541.18 ,82.63 ,2.79 ,3387.88 ,94.69 ,0.94 ,7036.28 ,66.37 
2020/10/13,1.85 ,4839.20 ,89.45 ,1.26 ,6551.40 ,82.57 ,2.80 ,3386.89 ,94.85 ,0.94 ,7053.87 ,66.38 
2020/10/14,1.86 ,4807.10 ,89.37 ,1.27 ,6508.37 ,82.52 ,2.81 ,3369.50 ,94.80 ,0.95 ,6988.61 ,66.34 
2020/10/15,1.83 ,4798.74 ,88.01 ,1.28 ,6460.04 ,82.49 ,2.74 ,3371.40 ,92.22 ,0.96 ,6926.85 ,66.35 
2020/10/16,1.83 ,4791.68 ,87.78 ,1.28 ,6428.68 ,82.31 ,2.72 ,3380.17 ,91.95 ,0.96 ,6906.39 ,66.34 
2020/10/19,1.84 ,4755.49 ,87.50 ,1.30 ,6358.32 ,82.45 ,2.73 ,3354.31 ,91.54 ,0.97 ,6858.36 ,66.36 
2020/10/20,1.83 ,4793.47 ,87.74 ,1.28 ,6423.11 ,82.48 ,2.73 ,3363.50 ,91.83 ,0.96 ,6923.38 ,66.37 
2020/10/21,1.83 ,4792.83 ,87.52 ,1.30 ,6350.01 ,82.38 ,2.71 ,3377.42 ,91.55 ,0.97 ,6815.09 ,66.28 
2020/10/22,1.83 ,4777.98 ,87.51 ,1.30 ,6317.14 ,82.37 ,2.72 ,3369.53 ,91.64 ,0.98 ,6771.81 ,66.33 
2020/10/23,1.85 ,4718.49 ,87.31 ,1.32 ,6213.26 ,82.31 ,2.74 ,3346.61 ,91.54 ,1.00 ,6641.33 ,66.31 
2020/10/26,1.86 ,4691.24 ,87.40 ,1.32 ,6214.38 ,82.29 ,2.77 ,3304.70 ,91.50 ,1.00 ,6648.52 ,66.33 
2020/10/27,1.86 ,4699.28 ,87.41 ,1.32 ,6221.34 ,82.23 ,2.77 ,3294.09 ,91.30 ,0.99 ,6682.54 ,66.28 
2020/10/28,1.85 ,4737.27 ,87.65 ,1.32 ,6246.00 ,82.14 ,2.77 ,3313.23 ,91.67 ,0.99 ,6685.43 ,66.25 
2020/10/29,1.84 ,4772.92 ,87.60 ,1.31 ,6255.19 ,82.08 ,2.77 ,3324.44 ,92.10 ,0.99 ,6674.74 ,66.19 
2020/10/30,1.86 ,4695.33 ,87.40 ,1.34 ,6111.48 ,82.01 ,2.80 ,3280.38 ,91.87 ,1.02 ,6511.16 ,66.18 
2020/11/2,1.85 ,4720.83 ,87.53 ,1.33 ,6143.12 ,81.92 ,2.81 ,3265.90 ,91.77 ,1.02 ,6513.79 ,66.13 
2020/11/3,1.83 ,4777.56 ,87.55 ,1.32 ,6241.77 ,82.10 ,2.78 ,3307.48 ,91.85 ,1.00 ,6647.58 ,66.18 
2020/11/4,1.82 ,4813.66 ,87.72 ,1.32 ,6234.16 ,82.10 ,2.77 ,3332.19 ,92.31 ,1.00 ,6632.68 ,66.15 
2020/11/5,1.80 ,4885.11 ,87.94 ,1.29 ,6351.98 ,82.02 ,2.75 ,3369.50 ,92.64 ,0.98 ,6754.95 ,66.20 
2020/11/6,1.80 ,4885.72 ,87.85 ,1.30 ,6301.25 ,81.99 ,2.76 ,3359.12 ,92.57 ,0.99 ,6688.66 ,66.21 
2020/11/9,1.77 ,4981.35 ,88.00 ,1.28 ,6421.65 ,82.08 ,2.71 ,3418.28 ,92.68 ,0.97 ,6851.98 ,66.27 
2020/11/10,1.77 ,4953.88 ,87.84 ,1.29 ,6373.09 ,82.04 ,2.71 ,3416.14 ,92.57 ,0.98 ,6779.49 ,66.21 
2020/11/11,1.78 ,4904.90 ,87.54 ,1.30 ,6294.61 ,81.94 ,2.71 ,3411.23 ,92.37 ,0.99 ,6663.73 ,66.14 
2020/11/12,1.79 ,4908.46 ,87.71 ,1.30 ,6315.49 ,81.91 ,2.72 ,3397.35 ,92.53 ,0.99 ,6676.42 ,66.10 
2020/11/13,1.81 ,4856.85 ,87.75 ,1.30 ,6306.97 ,81.92 ,2.77 ,3338.31 ,92.34 ,0.99 ,6686.39 ,66.14 
2020/11/16,1.79 ,4904.17 ,87.77 ,1.28 ,6387.37 ,81.91 ,2.74 ,3377.11 ,92.42 ,0.98 ,6747.81 ,66.16 
2020/11/17,1.79 ,4894.79 ,87.56 ,1.29 ,6336.94 ,81.87 ,2.73 ,3379.27 ,92.41 ,0.99 ,6681.72 ,66.16 
2020/11/18,1.79 ,4891.67 ,87.38 ,1.29 ,6341.01 ,81.86 ,2.72 ,3387.04 ,92.23 ,0.99 ,6682.12 ,66.18 
2020/11/19,1.78 ,4927.99 ,87.59 ,1.29 ,6360.60 ,81.87 ,2.72 ,3410.09 ,92.66 ,0.98 ,6718.46 ,66.16 
2020/11/20,1.77 ,4943.29 ,87.65 ,1.27 ,6422.99 ,81.81 ,2.72 ,3411.93 ,92.87 ,0.98 ,6766.06 ,66.14 
2020/11/23,1.75 ,5005.03 ,87.65 ,1.26 ,6472.93 ,81.79 ,2.68 ,3469.80 ,93.05 ,0.97 ,6807.72 ,66.15 
2020/11/24,1.76 ,4974.29 ,87.59 ,1.26 ,6475.19 ,81.81 ,2.70 ,3442.72 ,92.95 ,0.97 ,6808.00 ,66.18 
2020/11/25,1.78 ,4910.70 ,87.37 ,1.29 ,6350.37 ,81.82 ,2.71 ,3420.29 ,92.75 ,0.99 ,6691.87 ,66.17 
2020/11/26,1.77 ,4919.59 ,87.30 ,1.29 ,6334.30 ,81.75 ,2.70 ,3445.74 ,92.88 ,1.00 ,6643.18 ,66.15 
2020/11/27,1.75 ,4980.77 ,87.03 ,1.29 ,6351.61 ,81.75 ,2.64 ,3498.66 ,92.53 ,0.99 ,6641.77 ,66.07 
2020/11/30,1.75 ,4960.25 ,86.71 ,1.29 ,6320.94 ,81.76 ,2.65 ,3469.42 ,91.94 ,1.00 ,6622.36 ,66.06 
2020/12/1,1.71 ,5067.10 ,86.84 ,1.27 ,6426.62 ,81.79 ,2.59 ,3554.01 ,92.22 ,0.98 ,6713.23 ,66.06 
2020/12/2,1.72 ,5067.14 ,87.00 ,1.27 ,6434.98 ,81.74 ,2.61 ,3545.34 ,92.36 ,0.98 ,6735.71 ,66.08 
2020/12/3,1.72 ,5057.06 ,87.03 ,1.27 ,6440.88 ,81.72 ,2.61 ,3536.81 ,92.46 ,0.98 ,6711.84 ,66.03 
2020/12/4,1.72 ,5065.92 ,87.28 ,1.26 ,6464.73 ,81.74 ,2.62 ,3541.52 ,92.84 ,0.98 ,6746.63 ,66.00 
2020/12/7,1.74 ,5022.24 ,87.41 ,1.27 ,6424.68 ,81.75 ,2.65 ,3509.94 ,92.99 ,0.98 ,6733.00 ,65.96 
2020/12/8,1.75 ,5009.88 ,87.49 ,1.27 ,6423.65 ,81.81 ,2.66 ,3499.06 ,93.06 ,0.98 ,6734.37 ,65.96 
2020/12/9,1.77 ,4942.70 ,87.30 ,1.30 ,6307.22 ,81.77 ,2.68 ,3468.53 ,92.90 ,1.00 ,6602.52 ,65.91 
2020/12/10,1.77 ,4940.52 ,87.22 ,1.29 ,6320.10 ,81.78 ,2.69 ,3459.03 ,93.01 ,1.00 ,6605.19 ,65.86 
2020/12/11,1.78 ,4889.63 ,87.03 ,1.32 ,6209.43 ,81.69 ,2.71 ,3427.86 ,92.75 ,1.01 ,6498.24 ,65.81 
2020/12/14,1.70 ,4934.84 ,83.67 ,1.40 ,6259.02 ,87.92 ,2.32 ,3467.77 ,80.50 ,0.96 ,6576.82 ,63.19 
2020/12/15,1.70 ,4945.10 ,83.87 ,1.40 ,6265.58 ,87.97 ,2.33 ,3468.83 ,80.75 ,0.96 ,6596.50 ,63.17 
2020/12/16,1.69 ,4953.87 ,83.89 ,1.41 ,6235.44 ,87.95 ,2.32 ,3485.40 ,80.83 ,0.96 ,6543.36 ,63.11 
2020/12/17,1.67 ,5017.48 ,84.00 ,1.39 ,6308.90 ,87.99 ,2.29 ,3539.54 ,81.01 ,0.96 ,6597.86 ,63.13 
2020/12/18,1.68 ,4999.97 ,83.99 ,1.40 ,6291.92 ,88.00 ,2.31 ,3507.97 ,80.93 ,0.96 ,6573.40 ,63.09 
2020/12/21,1.67 ,5046.84 ,84.16 ,1.38 ,6398.60 ,88.06 ,2.30 ,3522.26 ,81.04 ,0.94 ,6691.59 ,63.12 
2020/12/22,1.70 ,4964.77 ,84.25 ,1.41 ,6250.06 ,88.08 ,2.34 ,3470.90 ,81.21 ,0.96 ,6549.97 ,63.12 
2020/12/23,1.68 ,5007.12 ,84.25 ,1.40 ,6307.60 ,88.14 ,2.32 ,3494.59 ,81.09 ,0.96 ,6601.24 ,63.11 
2020/12/24,1.69 ,5000.02 ,84.26 ,1.42 ,6205.22 ,88.06 ,2.32 ,3489.27 ,81.10 ,0.97 ,6496.33 ,63.09 
2020/12/25,1.67 ,5042.01 ,84.31 ,1.40 ,6278.50 ,88.08 ,2.31 ,3512.49 ,81.20 ,0.96 ,6561.27 ,63.07 
2020/12/28,1.67 ,5064.41 ,84.39 ,1.41 ,6244.48 ,88.09 ,2.31 ,3523.84 ,81.31 ,0.97 ,6519.47 ,63.09 
2020/12/29,1.67 ,5042.94 ,84.39 ,1.42 ,6199.85 ,88.06 ,2.31 ,3517.35 ,81.23 ,0.98 ,6477.26 ,63.25 
2020/12/30,1.66 ,5113.71 ,84.65 ,1.41 ,6269.25 ,88.16 ,2.28 ,3574.13 ,81.66 ,0.97 ,6526.88 ,63.26 
2020/12/31,1.63 ,5211.29 ,84.72 ,1.38 ,6367.11 ,88.08 ,2.25 ,3640.64 ,81.75 ,0.95 ,6646.47 ,63.17 
2021/1/4,1.61 ,5267.72 ,84.95 ,1.36 ,6482.79 ,88.20 ,2.25 ,3643.36 ,81.89 ,0.93 ,6798.76 ,63.12 
2021/1/5,1.59 ,5368.50 ,85.34 ,1.35 ,6539.73 ,88.16 ,2.24 ,3683.36 ,82.34 ,0.93 ,6807.45 ,63.08 
2021/1/6,1.57 ,5417.67 ,85.26 ,1.35 ,6528.14 ,88.10 ,2.20 ,3736.65 ,82.30 ,0.94 ,6724.95 ,63.07 
2021/1/7,1.55 ,5513.66 ,85.47 ,1.35 ,6538.12 ,88.11 ,2.17 ,3808.07 ,82.65 ,0.95 ,6616.55 ,63.09 
2021/1/8,1.55 ,5495.43 ,85.32 ,1.34 ,6557.60 ,88.16 ,2.18 ,3788.32 ,82.45 ,0.96 ,6585.36 ,63.20 
2021/1/11,1.57 ,5441.16 ,85.23 ,1.37 ,6455.40 ,88.17 ,2.19 ,3776.53 ,82.62 ,0.98 ,6475.95 ,63.22 
2021/1/12,1.53 ,5596.35 ,85.50 ,1.35 ,6543.23 ,88.23 ,2.12 ,3906.12 ,82.94 ,0.96 ,6564.74 ,63.21 
2021/1/13,1.53 ,5577.97 ,85.28 ,1.35 ,6496.91 ,87.77 ,2.13 ,3873.23 ,82.63 ,0.97 ,6513.64 ,63.25 
2021/1/14,1.55 ,5470.46 ,84.92 ,1.36 ,6439.89 ,87.71 ,2.15 ,3811.22 ,82.06 ,0.97 ,6506.83 ,63.25 
2021/1/15,1.55 ,5458.08 ,84.80 ,1.37 ,6417.50 ,87.64 ,2.15 ,3817.93 ,82.07 ,0.97 ,6528.46 ,63.20 
2021/1/18,1.54 ,5518.52 ,85.12 ,1.34 ,6514.46 ,87.60 ,2.14 ,3849.40 ,82.44 ,0.95 ,6652.10 ,63.21 
2021/1/19,1.56 ,5437.52 ,84.77 ,1.35 ,6476.37 ,87.47 ,2.16 ,3808.69 ,82.15 ,0.96 ,6614.07 ,63.19 
2021/1/20,1.55 ,5476.43 ,85.02 ,1.34 ,6535.42 ,87.51 ,2.16 ,3814.65 ,82.42 ,0.95 ,6671.45 ,63.11 
2021/1/21,1.53 ,5564.97 ,85.28 ,1.32 ,6622.50 ,87.59 ,2.15 ,3850.06 ,82.71 ,0.93 ,6745.11 ,63.04 
2021/1/22,1.54 ,5569.78 ,85.60 ,1.32 ,6637.81 ,87.73 ,2.16 ,3846.39 ,83.19 ,0.94 ,6721.92 ,62.99 
2021/1/25,1.52 ,5625.92 ,85.62 ,1.32 ,6645.31 ,87.76 ,2.14 ,3898.15 ,83.42 ,0.95 ,6657.27 ,62.96 
2021/1/26,1.55 ,5512.97 ,85.29 ,1.34 ,6532.96 ,87.61 ,2.18 ,3813.29 ,83.04 ,0.96 ,6534.10 ,62.86 
2021/1/27,1.54 ,5528.00 ,85.33 ,1.34 ,6557.16 ,87.68 ,2.18 ,3818.27 ,83.12 ,0.96 ,6537.75 ,62.82 
2021/1/28,1.58 ,5377.14 ,84.90 ,1.37 ,6414.38 ,87.67 ,2.21 ,3735.03 ,82.70 ,0.98 ,6399.13 ,62.87 
2021/1/29,1.58 ,5351.96 ,84.74 ,1.38 ,6346.14 ,87.67 ,2.23 ,3713.25 ,82.63 ,1.00 ,6304.12 ,62.75 
2021/2/1,1.57 ,5417.65 ,84.94 ,1.37 ,6393.28 ,87.66 ,2.21 ,3746.37 ,82.85 ,0.99 ,6345.81 ,62.72 
2021/2/2,1.55 ,5501.09 ,85.20 ,1.36 ,6454.79 ,87.67 ,2.20 ,3771.47 ,83.11 ,0.98 ,6417.46 ,62.74 
2021/2/3,1.55 ,5485.20 ,85.28 ,1.37 ,6399.33 ,87.73 ,2.21 ,3775.72 ,83.33 ,0.99 ,6307.39 ,62.71 
2021/2/4,1.56 ,5473.95 ,85.27 ,1.38 ,6328.79 ,87.59 ,2.20 ,3801.62 ,83.48 ,1.02 ,6167.75 ,62.61 
2021/2/5,1.55 ,5483.41 ,85.10 ,1.40 ,6239.87 ,87.50 ,2.18 ,3840.77 ,83.65 ,1.03 ,6045.30 ,62.54 
2021/2/8,1.53 ,5564.56 ,85.37 ,1.38 ,6323.16 ,87.48 ,2.16 ,3890.47 ,84.06 ,1.03 ,6088.82 ,62.57 
2021/2/9,1.51 ,5686.25 ,85.62 ,1.36 ,6457.88 ,87.50 ,2.13 ,3952.83 ,84.17 ,1.00 ,6254.01 ,62.54 
2021/2/10,1.48 ,5807.72 ,85.68 ,1.34 ,6525.17 ,87.62 ,2.09 ,4028.53 ,84.14 ,0.99 ,6303.31 ,62.54 
2021/2/18,1.48 ,5768.38 ,85.45 ,1.32 ,6614.54 ,87.62 ,2.09 ,4014.32 ,83.84 ,0.98 ,6404.59 ,62.59 
2021/2/19,1.48 ,5778.84 ,85.44 ,1.31 ,6703.48 ,87.74 ,2.08 ,4014.46 ,83.67 ,0.96 ,6527.65 ,62.61 
2021/2/22,1.51 ,5597.33 ,84.75 ,1.32 ,6657.06 ,87.65 ,2.13 ,3881.87 ,82.68 ,0.96 ,6534.57 ,62.57 
2021/2/23,1.52 ,5579.67 ,84.74 ,1.32 ,6631.23 ,87.57 ,2.12 ,3897.72 ,82.71 ,0.96 ,6489.96 ,62.52 
2021/2/24,1.56 ,5437.57 ,84.67 ,1.34 ,6536.19 ,87.49 ,2.17 ,3805.47 ,82.61 ,0.97 ,6437.84 ,62.54 
2021/2/25,1.54 ,5469.56 ,84.49 ,1.34 ,6499.15 ,87.33 ,2.14 ,3851.03 ,82.52 ,0.98 ,6399.35 ,62.52 
2021/2/26,1.58 ,5336.76 ,84.42 ,1.38 ,6364.35 ,87.52 ,2.20 ,3756.86 ,82.47 ,0.99 ,6325.40 ,62.56 
2021/3/1,1.56 ,5418.78 ,84.70 ,1.35 ,6488.44 ,87.61 ,2.18 ,3787.87 ,82.66 ,0.96 ,6495.16 ,62.57 
2021/3/2,1.58 ,5349.63 ,84.75 ,1.36 ,6433.33 ,87.56 ,2.22 ,3718.77 ,82.55 ,0.97 ,6466.63 ,62.52 
2021/3/3,1.55 ,5452.21 ,84.59 ,1.34 ,6524.75 ,87.54 ,2.16 ,3817.41 ,82.59 ,0.95 ,6553.60 ,62.48 
2021/3/4,1.59 ,5280.71 ,84.09 ,1.37 ,6401.99 ,87.43 ,2.21 ,3708.66 ,81.94 ,0.97 ,6434.89 ,62.50 
2021/3/5,1.59 ,5262.80 ,83.89 ,1.37 ,6403.50 ,87.56 ,2.21 ,3688.68 ,81.56 ,0.97 ,6456.28 ,62.48 
2021/3/8,1.64 ,5080.02 ,83.42 ,1.40 ,6256.41 ,87.40 ,2.26 ,3573.43 ,80.82 ,0.99 ,6327.65 ,62.52 
2021/3/9,1.67 ,4971.00 ,83.19 ,1.43 ,6108.00 ,87.30 ,2.29 ,3509.61 ,80.53 ,1.02 ,6126.28 ,62.54 
2021/3/10,1.67 ,5003.61 ,83.49 ,1.44 ,6062.26 ,87.23 ,2.29 ,3532.05 ,81.00 ,1.03 ,6078.24 ,62.48 
2021/3/11,1.63 ,5128.22 ,83.60 ,1.40 ,6213.83 ,87.27 ,2.24 ,3625.31 ,81.30 ,1.00 ,6219.66 ,62.48 
2021/3/12,1.63 ,5146.38 ,83.65 ,1.40 ,6222.38 ,87.09 ,2.24 ,3632.58 ,81.40 ,1.00 ,6220.48 ,62.43 
2021/3/15,1.65 ,5035.54 ,83.11 ,1.41 ,6173.87 ,87.31 ,2.26 ,3566.88 ,80.68 ,1.01 ,6177.74 ,62.41 
2021/3/16,1.64 ,5079.36 ,83.10 ,1.41 ,6195.24 ,87.24 ,2.24 ,3599.16 ,80.75 ,1.00 ,6233.46 ,62.42 
2021/3/17,1.64 ,5100.86 ,83.40 ,1.40 ,6225.36 ,87.27 ,2.25 ,3590.83 ,80.91 ,0.99 ,6277.58 ,62.43 
2021/3/18,1.63 ,5141.77 ,83.56 ,1.39 ,6273.86 ,87.22 ,2.25 ,3605.60 ,81.06 ,0.99 ,6298.89 ,62.37 
2021/3/19,1.67 ,5007.09 ,83.44 ,1.40 ,6206.60 ,87.12 ,2.31 ,3512.02 ,80.98 ,1.00 ,6250.81 ,62.35 
2021/3/22,1.65 ,5057.15 ,83.47 ,1.38 ,6305.69 ,87.06 ,2.29 ,3538.43 ,80.95 ,0.98 ,6359.60 ,62.37 
2021/3/23,1.66 ,5009.25 ,83.38 ,1.40 ,6219.17 ,87.02 ,2.30 ,3516.36 ,80.82 ,0.99 ,6289.00 ,62.41 
2021/3/24,1.69 ,4928.69 ,83.24 ,1.42 ,6142.54 ,86.98 ,2.32 ,3466.04 ,80.53 ,1.01 ,6196.27 ,62.35 
2021/3/25,1.69 ,4926.35 ,83.29 ,1.41 ,6157.41 ,87.04 ,2.33 ,3463.87 ,80.69 ,1.01 ,6190.71 ,62.40 
2021/3/26,1.66 ,5037.99 ,83.67 ,1.39 ,6251.79 ,87.01 ,2.30 ,3529.73 ,81.04 ,0.99 ,6301.34 ,62.36 
2021/3/29,1.65 ,5046.88 ,83.50 ,1.39 ,6254.94 ,86.75 ,2.28 ,3537.71 ,80.79 ,0.99 ,6326.61 ,62.32 
2021/3/30,1.64 ,5094.73 ,83.58 ,1.38 ,6280.36 ,86.73 ,2.26 ,3577.24 ,80.94 ,0.99 ,6301.58 ,62.23 
2021/3/31,1.65 ,5048.36 ,83.31 ,1.39 ,6254.07 ,86.99 ,2.28 ,3539.37 ,80.64 ,0.99 ,6293.39 ,62.23 
2021/4/1,1.64 ,5110.78 ,83.58 ,1.38 ,6311.66 ,87.04 ,2.26 ,3582.65 ,80.95 ,0.98 ,6335.79 ,62.22 
2021/4/2,1.62 ,5161.56 ,83.81 ,1.38 ,6326.61 ,87.14 ,2.24 ,3616.76 ,81.12 ,0.98 ,6361.25 ,62.24 
2021/4/6,1.63 ,5140.34 ,83.71 ,1.37 ,6343.10 ,87.10 ,2.26 ,3594.71 ,81.11 ,0.97 ,6421.49 ,62.28 
2021/4/7,1.64 ,5103.74 ,83.53 ,1.37 ,6348.08 ,86.96 ,2.27 ,3558.47 ,80.81 ,0.97 ,6422.76 ,62.24 
2021/4/8,1.63 ,5112.21 ,83.53 ,1.37 ,6356.75 ,86.91 ,2.26 ,3573.04 ,80.90 ,0.97 ,6404.13 ,62.12 
2021/4/9,1.66 ,5035.34 ,83.37 ,1.37 ,6335.24 ,86.89 ,2.29 ,3514.11 ,80.63 ,0.97 ,6399.52 ,62.18 
2021/4/12,1.68 ,4947.75 ,82.96 ,1.39 ,6226.42 ,86.76 ,2.31 ,3477.07 ,80.26 ,0.99 ,6263.40 ,62.17 
2021/4/13,1.68 ,4939.64 ,83.01 ,1.40 ,6209.78 ,86.92 ,2.32 ,3461.46 ,80.23 ,1.01 ,6231.14 ,62.77 
2021/4/14,1.67 ,4980.63 ,83.23 ,1.38 ,6277.21 ,86.90 ,2.31 ,3469.17 ,80.30 ,0.99 ,6320.07 ,62.82 
2021/4/15,1.68 ,4948.97 ,83.20 ,1.39 ,6276.46 ,86.97 ,2.39 ,3431.49 ,82.00 ,0.99 ,6296.61 ,62.58 
2021/4/16,1.67 ,4966.18 ,83.10 ,1.37 ,6339.59 ,87.00 ,2.38 ,3448.10 ,81.91 ,0.98 ,6368.85 ,62.66 
2021/4/19,1.64 ,5087.02 ,83.47 ,1.36 ,6425.26 ,87.10 ,2.34 ,3513.40 ,82.27 ,0.97 ,6477.39 ,62.57 
2021/4/20,1.64 ,5083.37 ,83.57 ,1.35 ,6428.54 ,87.10 ,2.35 ,3510.12 ,82.44 ,0.97 ,6457.63 ,62.59 
2021/4/21,1.64 ,5098.74 ,83.71 ,1.36 ,6420.26 ,87.25 ,2.35 ,3516.10 ,82.63 ,0.97 ,6457.71 ,62.62 
2021/4/22,1.65 ,5089.24 ,83.76 ,1.35 ,6445.47 ,87.29 ,2.37 ,3487.43 ,82.53 ,0.97 ,6485.21 ,62.68 
2021/4/23,1.64 ,5135.45 ,84.02 ,1.35 ,6462.76 ,87.43 ,2.35 ,3524.02 ,82.80 ,0.98 ,6453.30 ,63.19 
2021/4/26,1.65 ,5077.24 ,84.01 ,1.36 ,6442.65 ,87.61 ,2.39 ,3467.66 ,82.70 ,0.99 ,6431.09 ,63.40 
2021/4/27,1.65 ,5090.52 ,84.08 ,1.36 ,6446.28 ,87.60 ,2.38 ,3476.30 ,82.74 ,0.99 ,6400.90 ,63.38 
2021/4/28,1.64 ,5119.24 ,84.21 ,1.35 ,6489.74 ,87.76 ,2.38 ,3473.04 ,82.71 ,0.99 ,6437.25 ,63.41 
2021/4/29,1.63 ,5164.17 ,84.30 ,1.35 ,6491.93 ,87.73 ,2.36 ,3517.21 ,82.91 ,0.99 ,6405.10 ,63.44 
2021/4/30,1.65 ,5123.49 ,84.64 ,1.36 ,6485.71 ,87.95 ,2.38 ,3491.19 ,83.00 ,1.00 ,6382.14 ,63.53 
2021/5/6,1.67 ,5061.12 ,84.34 ,1.36 ,6489.35 ,88.57 ,2.40 ,3449.94 ,82.66 ,0.99 ,6398.44 ,63.56 
2021/5/7,1.68 ,4996.05 ,83.89 ,1.37 ,6444.44 ,88.57 ,2.41 ,3406.31 ,82.25 ,1.01 ,6320.25 ,63.59 
2021/5/10,1.68 ,4992.42 ,83.90 ,1.37 ,6475.99 ,88.46 ,2.41 ,3399.98 ,81.98 ,1.00 ,6338.57 ,63.63 
2021/5/11,1.67 ,5023.06 ,84.08 ,1.37 ,6456.04 ,88.76 ,2.39 ,3437.71 ,82.19 ,1.00 ,6343.86 ,63.69 
2021/5/12,1.67 ,5044.55 ,84.02 ,1.37 ,6512.05 ,89.40 ,2.38 ,3447.86 ,82.06 ,0.99 ,6420.34 ,63.76 
