,IC00C1.CFE,IC00C2.CFE,IC00C3.CFE,IC00C4.CFE
2018/8/21,4788.80 ,4751.60 ,4693.20 ,4622.00 
2018/8/22,4817.20 ,4780.60 ,4723.80 ,4653.00 
2018/8/23,4799.60 ,4779.00 ,4705.60 ,4656.20 
2018/8/24,4810.20 ,4775.20 ,4721.00 ,4657.00 
2018/8/27,4835.60 ,4802.20 ,4742.00 ,4684.60 
2018/8/28,4942.80 ,4910.00 ,4858.00 ,4788.00 
2018/8/29,4934.60 ,4896.60 ,4844.40 ,4752.20 
2018/8/30,4918.00 ,4882.20 ,4830.20 ,4740.00 
2018/8/31,4822.00 ,4812.60 ,4729.80 ,4649.80 
2018/9/3,4767.00 ,4749.00 ,4702.60 ,4619.40 
2018/9/4,4814.60 ,4786.20 ,4725.00 ,4646.00 
2018/9/5,4850.00 ,4810.80 ,4753.20 ,4662.80 
2018/9/6,4775.40 ,4748.00 ,4678.80 ,4592.40 
2018/9/7,4788.00 ,4759.00 ,4700.40 ,4608.00 
2018/9/10,4760.00 ,4731.00 ,4665.40 ,4557.40 
2018/9/11,4687.20 ,4646.00 ,4585.00 ,4521.80 
2018/9/12,4694.40 ,4667.60 ,4595.00 ,4528.00 
2018/9/13,4726.80 ,4680.40 ,4646.00 ,4524.20 
2018/9/14,4722.60 ,4677.80 ,4610.00 ,4525.20 
2018/9/17,4633.40 ,4617.80 ,4521.20 ,4450.00 
2018/9/18,4588.60 ,4550.00 ,4483.20 ,4410.80 
2018/9/19,4679.00 ,4645.20 ,4569.00 ,4488.00 
2018/9/20,4737.40 ,4696.80 ,4625.00 ,4563.00 
2018/9/21,4748.20 ,4729.20 ,4655.00 ,4577.20 
2018/9/25,4786.00 ,4775.00 ,4750.00 ,4686.00 
2018/9/26,4805.00 ,4775.00 ,4753.00 ,4679.80 
2018/9/27,4802.40 ,4771.60 ,4740.20 ,4675.00 
2018/9/28,4772.20 ,4758.00 ,4720.80 ,4658.00 
2018/10/8,4722.00 ,4683.00 ,4695.40 ,4647.80 
2018/10/9,4664.20 ,4645.40 ,4627.00 ,4570.20 
2018/10/10,4631.20 ,4631.00 ,4594.80 ,4567.80 
2018/10/11,4499.00 ,4522.00 ,4439.00 ,4447.80 
2018/10/12,4281.60 ,4208.00 ,4206.20 ,4192.20 
2018/10/15,4273.00 ,4244.20 ,4209.80 ,4179.00 
2018/10/16,4185.20 ,4153.40 ,4139.80 ,4099.80 
2018/10/17,4150.80 ,4120.00 ,4109.20 ,4024.60 
2018/10/18,4109.00 ,4068.60 ,4048.00 ,3984.00 
2018/10/19,3992.00 ,3949.00 ,3923.00 ,3890.20 
2018/10/22,4150.00 ,4102.20 ,4055.80 ,4097.60 
2018/10/23,4318.60 ,4298.00 ,4233.60 ,4191.20 
2018/10/24,4218.60 ,4191.00 ,4128.60 ,4092.40 
2018/10/25,4100.00 ,4053.00 ,4029.20 ,3966.00 
2018/10/26,4249.80 ,4225.00 ,4165.00 ,4110.40 
2018/10/29,4206.40 ,4178.00 ,4132.40 ,4083.40 
2018/10/30,4145.20 ,4110.00 ,4056.40 ,3987.00 
2018/10/31,4202.60 ,4186.00 ,4125.00 ,4056.40 
2018/11/1,4301.00 ,4275.20 ,4205.00 ,4178.00 
2018/11/2,4411.00 ,4370.00 ,4290.00 ,4245.00 
2018/11/5,4421.20 ,4408.00 ,4348.00 ,4296.00 
2018/11/6,4413.40 ,4410.00 ,4335.00 ,4266.20 
2018/11/7,4443.00 ,4420.20 ,4354.00 ,4302.80 
2018/11/8,4447.60 ,4420.00 ,4345.00 ,4298.00 
2018/11/9,4347.80 ,4329.00 ,4280.40 ,4235.20 
2018/11/12,4368.00 ,4346.60 ,4292.00 ,4228.40 
2018/11/13,4440.00 ,4430.00 ,4390.80 ,4330.20 
2018/11/14,4576.80 ,4558.80 ,4513.40 ,4453.00 
2018/11/15,4543.60 ,4549.20 ,4493.00 ,4443.80 
2018/11/16,4620.00 ,4625.00 ,4582.80 ,4534.60 
2018/11/19,4657.00 ,4648.20 ,4618.00 ,4575.80 
2018/11/20,4627.60 ,4603.40 ,4575.00 ,4540.20 
2018/11/21,4480.00 ,4466.60 ,4440.00 ,4355.00 
2018/11/22,4550.00 ,4529.20 ,4500.00 ,4453.40 
2018/11/23,4514.00 ,4490.80 ,4461.80 ,4401.80 
2018/11/26,4338.00 ,4319.20 ,4291.20 ,4244.00 
2018/11/27,4347.60 ,4323.40 ,4293.00 ,4240.80 
2018/11/28,4342.40 ,4325.60 ,4291.00 ,4246.00 
2018/11/29,4447.00 ,4406.60 ,4377.60 ,4341.40 
2018/11/30,4303.60 ,4291.00 ,4250.00 ,4190.00 
2018/12/3,4488.60 ,4420.00 ,4425.80 ,4318.40 
2018/12/4,4458.80 ,4450.00 ,4406.40 ,4363.00 
2018/12/5,4429.80 ,4428.60 ,4366.20 ,4349.20 
2018/12/6,4429.00 ,4432.40 ,4380.00 ,4331.40 
2018/12/7,4408.60 ,4376.00 ,4361.20 ,4293.00 
2018/12/10,4362.20 ,4344.20 ,4281.60 ,4272.20 
2018/12/11,4356.40 ,4325.00 ,4290.20 ,4253.00 
2018/12/12,4401.00 ,4395.60 ,4360.00 ,4282.00 
2018/12/13,4384.80 ,4376.60 ,4333.40 ,4272.80 
2018/12/14,4420.20 ,4395.80 ,4379.80 ,4311.20 
2018/12/17,4320.00 ,4288.80 ,4266.00 ,4220.00 
2018/12/18,4305.00 ,4279.00 ,4242.20 ,4196.80 
2018/12/19,4301.00 ,4280.20 ,4237.60 ,4175.00 
2018/12/20,4231.00 ,4200.20 ,4164.00 ,4092.00 
2018/12/21,4253.00 ,4222.40 ,4192.20 ,4125.60 
2018/12/24,4193.40 ,4182.40 ,4155.00 ,4090.00 
2018/12/25,4209.80 ,4199.40 ,4185.40 ,4107.20 
2018/12/26,4198.80 ,4185.60 ,4157.00 ,4093.20 
2018/12/27,4258.20 ,4231.20 ,4204.80 ,4154.40 
2018/12/28,4143.00 ,4119.20 ,4105.00 ,4050.00 
2019/1/2,4135.00 ,4116.00 ,4097.60 ,4043.60 
2019/1/3,4100.00 ,4081.80 ,4058.60 ,4005.20 
2019/1/4,4062.00 ,4035.00 ,4014.80 ,3955.00 
2019/1/7,4210.00 ,4201.20 ,4175.00 ,4115.20 
2019/1/8,4260.00 ,4243.20 ,4223.20 ,4158.00 
2019/1/9,4288.60 ,4261.00 ,4240.20 ,4159.00 
2019/1/10,4271.40 ,4242.00 ,4227.40 ,4151.60 
2019/1/11,4292.40 ,4261.80 ,4314.20 ,4177.40 
2019/1/14,4312.00 ,4286.00 ,4265.60 ,4210.00 
2019/1/15,4291.40 ,4266.00 ,4253.60 ,4180.00 
2019/1/16,4346.80 ,4329.20 ,4316.20 ,4258.20 
2019/1/17,4338.20 ,4323.40 ,4309.80 ,4236.00 
2019/1/18,4337.00 ,4303.60 ,4287.00 ,4223.00 
2019/1/21,4349.60 ,4345.20 ,4276.80 ,4230.00 
2019/1/22,4356.00 ,4349.00 ,4295.80 ,4244.40 
2019/1/23,4290.60 ,4265.00 ,4220.00 ,4185.40 
2019/1/24,4308.00 ,4285.40 ,4224.00 ,4179.20 
2019/1/25,4336.60 ,4330.00 ,4270.00 ,4222.20 
2019/1/28,4339.00 ,4322.00 ,4280.00 ,4238.00 
2019/1/29,4291.00 ,4269.60 ,4230.20 ,4170.60 
2019/1/30,4215.00 ,4217.80 ,4163.00 ,4122.00 
2019/1/31,4210.00 ,4190.20 ,4134.40 ,4096.60 
2019/2/1,4200.00 ,4183.00 ,4124.80 ,4090.20 
2019/2/11,4318.00 ,4308.80 ,4253.60 ,4201.20 
2019/2/12,4398.80 ,4410.00 ,4362.00 ,4294.80 
2019/2/13,4439.80 ,4438.80 ,4386.80 ,4345.80 
2019/2/14,4501.40 ,4505.80 ,4459.60 ,4408.80 
2019/2/15,4530.80 ,4526.80 ,4483.80 ,4438.60 
2019/2/18,4540.20 ,4530.20 ,4470.00 ,4444.60 
2019/2/19,4692.80 ,4694.20 ,4655.00 ,4633.00 
2019/2/20,4679.00 ,4663.20 ,4643.60 ,4614.40 
2019/2/21,4650.00 ,4648.00 ,4610.00 ,4581.00 
2019/2/22,4651.00 ,4652.40 ,4612.00 ,4586.60 
2019/2/25,4872.40 ,4881.00 ,4825.40 ,4799.80 
2019/2/26,5100.00 ,5109.00 ,5122.20 ,5099.80 
2019/2/27,5084.20 ,5060.20 ,5073.00 ,5054.40 
2019/2/28,5022.00 ,5020.20 ,5017.40 ,4980.00 
2019/3/1,5070.60 ,5055.20 ,5048.00 ,5034.40 
2019/3/4,5123.00 ,5130.00 ,5087.20 ,5063.60 
2019/3/5,5146.40 ,5137.60 ,5112.40 ,5087.00 
2019/3/6,5317.00 ,5316.40 ,5300.00 ,5264.00 
2019/3/7,5387.80 ,5394.80 ,5367.80 ,5325.00 
2019/3/8,5318.00 ,5326.40 ,5300.00 ,5241.20 
2019/3/11,5331.40 ,5320.00 ,5309.00 ,5265.80 
2019/3/12,5491.20 ,5500.00 ,5480.00 ,5417.80 
2019/3/13,5544.00 ,5533.80 ,5519.00 ,5481.40 
2019/3/14,5392.40 ,5371.00 ,5330.60 ,5304.00 
2019/3/15,5312.60 ,5315.20 ,5287.40 ,5247.00 
2019/3/18,5361.60 ,5343.00 ,5323.80 ,5273.60 
2019/3/19,5498.20 ,5499.40 ,5482.00 ,5425.00 
2019/3/20,5482.00 ,5476.60 ,5432.60 ,5390.40 
2019/3/21,5485.00 ,5476.00 ,5439.60 ,5387.80 
2019/3/22,5560.40 ,5530.00 ,5495.20 ,5445.20 
2019/3/25,5523.00 ,5500.00 ,5459.00 ,5421.00 
2019/3/26,5555.00 ,5534.60 ,5500.20 ,5450.20 
2019/3/27,5389.00 ,5370.00 ,5339.80 ,5285.00 
2019/3/28,5372.60 ,5360.00 ,5325.80 ,5260.80 
2019/3/29,5333.20 ,5315.80 ,5284.80 ,5226.80 
2019/4/1,5574.80 ,5565.00 ,5535.00 ,5487.20 
2019/4/2,5795.20 ,5780.00 ,5764.40 ,5710.00 
2019/4/3,5716.00 ,5721.20 ,5680.20 ,5628.80 
2019/4/4,5858.00 ,5850.40 ,5825.00 ,5776.20 
2019/4/8,5929.00 ,5932.20 ,5901.00 ,5888.20 
2019/4/9,5795.00 ,5782.80 ,5752.60 ,5710.00 
2019/4/10,5806.00 ,5789.80 ,5780.80 ,5717.80 
2019/4/11,5824.80 ,5805.60 ,5786.00 ,5719.00 
2019/4/12,5720.80 ,5703.80 ,5670.20 ,5618.60 
2019/4/15,5788.80 ,5770.00 ,5738.00 ,5675.60 
2019/4/16,5596.60 ,5555.00 ,5530.00 ,5450.00 
2019/4/17,5761.00 ,5741.80 ,5730.00 ,5659.40 
2019/4/18,5777.60 ,5741.80 ,5715.00 ,5656.00 
2019/4/19,5777.00 ,5720.80 ,5662.00 ,5623.20 
2019/4/22,5782.80 ,5752.00 ,5696.20 ,5653.00 
2019/4/23,5667.00 ,5621.00 ,5560.80 ,5520.00 
2019/4/24,5575.00 ,5525.00 ,5456.00 ,5420.00 
2019/4/25,5617.60 ,5580.00 ,5513.00 ,5470.00 
2019/4/26,5398.60 ,5360.00 ,5283.60 ,5250.00 
2019/4/29,5390.00 ,5356.20 ,5279.80 ,5239.60 
2019/4/30,5254.00 ,5218.00 ,5138.20 ,5094.40 
2019/5/6,5120.00 ,5080.00 ,5014.80 ,4950.00 
2019/5/7,4887.60 ,4824.00 ,4700.00 ,4700.00 
2019/5/8,4827.00 ,4778.00 ,4673.80 ,4673.40 
2019/5/9,4829.00 ,4794.00 ,4705.40 ,4647.80 
2019/5/10,4919.80 ,4869.80 ,4760.20 ,4717.80 
2019/5/13,4964.40 ,4916.60 ,4793.80 ,4750.00 
2019/5/14,4930.20 ,4859.80 ,4736.80 ,4666.00 
2019/5/15,4978.60 ,4910.20 ,4788.20 ,4691.20 
2019/5/16,5035.00 ,4950.00 ,4821.00 ,4741.40 
2019/5/17,5090.00 ,5003.20 ,4855.20 ,4762.20 
2019/5/20,4845.00 ,4800.00 ,4683.60 ,4609.80 
2019/5/21,4849.40 ,4782.80 ,4697.40 ,4596.80 
2019/5/22,4902.00 ,4851.80 ,4780.00 ,4689.40 
2019/5/23,4872.20 ,4819.40 ,4730.00 ,4649.80 
2019/5/24,4796.60 ,4718.80 ,4646.00 ,4558.00 
2019/5/27,4776.40 ,4730.00 ,4637.40 ,4558.00 
2019/5/28,4908.00 ,4855.40 ,4776.60 ,4682.20 
2019/5/29,4874.40 ,4815.20 ,4736.80 ,4651.00 
2019/5/30,4866.00 ,4800.80 ,4728.60 ,4630.00 
2019/5/31,4856.20 ,4800.20 ,4711.80 ,4618.80 
2019/6/3,4864.00 ,4779.80 ,4666.40 ,4570.00 
2019/6/4,4776.40 ,4720.00 ,4638.00 ,4519.80 
2019/6/5,4788.20 ,4737.00 ,4600.00 ,4506.60 
2019/6/6,4715.00 ,4655.20 ,4547.40 ,4457.40 
2019/6/10,4645.80 ,4570.20 ,4456.80 ,4365.40 
2019/6/11,4671.00 ,4592.00 ,4490.00 ,4378.00 
2019/6/12,4864.40 ,4805.00 ,4707.80 ,4604.80 
2019/6/13,4814.40 ,4747.00 ,4628.00 ,4545.00 
2019/6/14,4846.00 ,4766.00 ,4639.00 ,4545.80 
2019/6/17,4766.40 ,4678.80 ,4559.80 ,4464.00 
2019/6/18,4794.00 ,4700.40 ,4582.00 ,4470.80 
2019/6/19,4910.00 ,4863.20 ,4695.20 ,4584.20 
2019/6/20,4854.80 ,4782.40 ,4663.00 ,4552.00 
2019/6/21,4980.00 ,4998.20 ,4850.00 ,4763.00 
2019/6/24,4986.00 ,4976.20 ,4900.00 ,4810.00 
2019/6/25,4961.00 ,4922.20 ,4878.00 ,4797.20 
2019/6/26,4890.00 ,4851.00 ,4802.80 ,4700.40 
2019/6/27,4940.20 ,4898.40 ,4843.40 ,4728.80 
2019/6/28,4949.20 ,4903.80 ,4860.60 ,4749.00 
2019/7/1,5039.20 ,4950.20 ,4923.80 ,4820.00 
2019/7/2,5038.20 ,5001.40 ,4943.00 ,4850.00 
2019/7/3,5006.20 ,4963.80 ,4921.00 ,4821.20 
2019/7/4,5006.00 ,4960.80 ,4910.00 ,4798.20 
2019/7/5,4983.20 ,4940.80 ,4889.60 ,4778.20 
2019/7/8,4995.40 ,4940.00 ,4900.00 ,4791.00 
2019/7/9,4834.40 ,4778.80 ,4710.00 ,4601.20 
2019/7/10,4850.00 ,4789.80 ,4724.00 ,4611.20 
2019/7/11,4825.20 ,4768.00 ,4720.20 ,4598.20 
2019/7/12,4801.00 ,4742.00 ,4698.40 ,4580.40 
2019/7/15,4812.40 ,4776.80 ,4716.00 ,4600.00 
2019/7/16,4898.20 ,4824.00 ,4776.00 ,4663.00 
2019/7/17,4922.00 ,4863.00 ,4791.00 ,4676.20 
2019/7/18,4890.60 ,4826.80 ,4766.00 ,4650.00 
2019/7/19,4896.00 ,4805.00 ,4750.00 ,4625.20 
2019/7/22,4833.40 ,4786.00 ,4651.80 ,4595.40 
2019/7/23,4741.00 ,4689.80 ,4563.00 ,4485.00 
2019/7/24,4801.40 ,4742.40 ,4620.20 ,4546.00 
2019/7/25,4827.00 ,4776.60 ,4643.00 ,4563.40 
2019/7/26,4835.40 ,4785.00 ,4646.00 ,4570.40 
2019/7/29,4854.40 ,4805.80 ,4686.60 ,4584.80 
2019/7/30,4857.40 ,4800.00 ,4663.00 ,4594.00 
2019/7/31,4870.00 ,4817.60 ,4698.80 ,4601.80 
2019/8/1,4850.00 ,4800.00 ,4668.80 ,4590.00 
2019/8/2,4730.20 ,4700.00 ,4560.40 ,4490.00 
2019/8/5,4754.80 ,4700.00 ,4580.00 ,4500.00 
2019/8/6,4648.00 ,4590.00 ,4466.00 ,4441.00 
2019/8/7,4650.00 ,4600.00 ,4475.20 ,4400.20 
2019/8/8,4625.00 ,4570.00 ,4442.20 ,4365.00 
2019/8/9,4641.00 ,4590.00 ,4457.80 ,4374.00 
2019/8/12,4583.00 ,4525.00 ,4395.60 ,4310.00 
2019/8/13,4651.00 ,4584.80 ,4445.00 ,4354.20 
2019/8/14,4694.00 ,4641.00 ,4500.00 ,4400.00 
2019/8/15,4590.00 ,4540.00 ,4409.00 ,4317.80 
2019/8/16,4695.20 ,4655.00 ,4526.00 ,4425.60 
2019/8/19,4725.00 ,4694.40 ,4596.00 ,4486.00 
2019/8/20,4846.60 ,4813.40 ,4732.80 ,4633.20 
2019/8/21,4830.00 ,4785.80 ,4705.00 ,4614.80 
2019/8/22,4853.60 ,4812.20 ,4726.00 ,4629.00 
2019/8/23,4843.00 ,4800.40 ,4718.00 ,4620.00 
2019/8/26,4762.80 ,4702.20 ,4641.00 ,4552.00 
2019/8/27,4842.00 ,4797.80 ,4700.40 ,4609.00 
2019/8/28,4885.00 ,4839.00 ,4760.40 ,4663.00 
2019/8/29,4898.60 ,4850.20 ,4768.00 ,4672.00 
2019/8/30,4920.60 ,4891.00 ,4806.20 ,4711.00 
2019/9/2,4864.80 ,4815.20 ,4733.40 ,4631.00 
2019/9/3,4993.80 ,4937.20 ,4874.00 ,4766.00 
2019/9/4,5000.20 ,4965.00 ,4868.00 ,4777.00 
2019/9/5,5130.00 ,5080.20 ,4999.20 ,4900.00 
2019/9/6,5155.80 ,5108.00 ,5060.00 ,4950.20 
2019/9/9,5181.00 ,5125.80 ,5098.80 ,4998.00 
2019/9/10,5243.40 ,5209.40 ,5155.00 ,5045.00 
2019/9/11,5250.00 ,5227.00 ,5159.20 ,5063.00 
2019/9/12,5238.00 ,5205.60 ,5150.00 ,5050.00 
2019/9/16,5253.80 ,5230.20 ,5173.00 ,5082.40 
2019/9/17,5224.00 ,5196.20 ,5129.40 ,5040.20 
2019/9/18,5142.80 ,5121.00 ,5037.20 ,4945.60 
2019/9/19,5140.60 ,5115.00 ,5030.60 ,4934.00 
2019/9/20,5188.60 ,5165.00 ,5085.00 ,4986.60 
2019/9/23,5140.00 ,5113.80 ,5057.80 ,4976.40 
2019/9/24,5141.80 ,5091.00 ,5057.80 ,4962.00 
2019/9/25,5112.00 ,5081.00 ,5040.00 ,4948.00 
2019/9/26,5067.60 ,5020.00 ,4996.00 ,4890.00 
2019/9/27,4966.00 ,4929.00 ,4887.00 ,4797.60 
2019/9/30,4976.40 ,4938.60 ,4908.80 ,4812.20 
2019/10/8,4931.20 ,4877.60 ,4811.00 ,4750.00 
2019/10/9,4906.00 ,4870.00 ,4821.00 ,4739.80 
2019/10/10,4964.40 ,4916.60 ,4871.00 ,4785.40 
2019/10/11,5035.00 ,5000.80 ,4941.00 ,4853.00 
2019/10/14,5087.40 ,5044.60 ,4999.00 ,4910.40 
2019/10/15,5093.60 ,5049.80 ,5015.20 ,4924.00 
2019/10/16,5061.80 ,5017.20 ,4983.60 ,4882.00 
2019/10/17,5031.00 ,5000.00 ,4938.40 ,4845.00 
2019/10/18,5039.80 ,4982.20 ,4930.00 ,4830.00 
2019/10/21,4890.00 ,4855.00 ,4741.40 ,4698.00 
2019/10/22,4920.00 ,4866.20 ,4760.00 ,4669.00 
2019/10/23,4950.00 ,4906.40 ,4806.00 ,4719.00 
2019/10/24,4920.80 ,4880.00 ,4770.00 ,4685.00 
2019/10/25,4915.00 ,4871.80 ,4770.20 ,4677.20 
2019/10/28,5031.00 ,4970.00 ,4851.00 ,4775.00 
2019/10/29,5044.00 ,4989.80 ,4887.00 ,4795.00 
2019/10/30,4963.40 ,4900.00 ,4829.80 ,4731.20 
2019/10/31,4928.60 ,4885.80 ,4788.00 ,4709.40 
2019/11/1,4883.60 ,4839.60 ,4741.00 ,4665.00 
2019/11/4,4966.00 ,4922.00 ,4825.20 ,4720.00 
2019/11/5,4970.40 ,4924.00 ,4815.60 ,4718.00 
2019/11/6,4995.00 ,4954.60 ,4848.20 ,4762.00 
2019/11/7,4946.20 ,4901.00 ,4802.00 ,4712.80 
2019/11/8,5030.00 ,4974.80 ,4886.20 ,4773.20 
2019/11/11,4940.00 ,4900.00 ,4805.60 ,4718.80 
2019/11/12,4872.60 ,4811.20 ,4715.00 ,4615.00 
2019/11/13,4860.00 ,4816.00 ,4704.80 ,4609.20 
2019/11/14,4871.20 ,4815.40 ,4711.20 ,4617.20 
2019/11/15,4904.00 ,4841.20 ,4735.00 ,4620.20 
2019/11/18,4818.00 ,4790.00 ,4699.80 ,4606.00 
2019/11/19,4850.00 ,4805.00 ,4734.20 ,4630.40 
2019/11/20,4939.80 ,4908.60 ,4820.00 ,4721.00 
2019/11/21,4882.20 ,4858.80 ,4773.00 ,4669.80 
2019/11/22,4926.40 ,4888.00 ,4816.00 ,4700.80 
2019/11/25,4862.00 ,4831.00 ,4742.80 ,4647.00 
2019/11/26,4892.40 ,4843.20 ,4772.00 ,4668.40 
2019/11/27,4850.20 ,4813.00 ,4735.00 ,4631.00 
2019/11/28,4874.80 ,4832.80 ,4747.00 ,4646.00 
2019/11/29,4868.00 ,4837.00 ,4752.80 ,4654.60 
2019/12/2,4894.00 ,4857.80 ,4786.60 ,4673.60 
2019/12/3,4885.00 ,4844.80 ,4768.00 ,4673.60 
2019/12/4,4906.00 ,4864.80 ,4801.00 ,4701.60 
2019/12/5,4926.40 ,4889.80 ,4813.00 ,4726.60 
2019/12/6,4966.00 ,4930.20 ,4862.00 ,4758.00 
2019/12/9,5025.20 ,4984.80 ,4943.60 ,4851.20 
2019/12/10,5006.60 ,4987.80 ,4916.00 ,4839.00 
2019/12/11,5041.00 ,5038.80 ,4980.00 ,4915.00 
2019/12/12,5031.60 ,5006.60 ,4971.00 ,4882.60 
2019/12/13,5068.00 ,5052.00 ,4998.20 ,4936.00 
2019/12/16,5086.00 ,5080.00 ,5030.00 ,4950.00 
2019/12/17,5169.00 ,5148.00 ,5097.00 ,5020.00 
2019/12/18,5240.20 ,5242.80 ,5190.00 ,5119.20 
2019/12/19,5246.00 ,5243.40 ,5209.20 ,5141.80 
2019/12/20,5249.60 ,5256.60 ,5228.40 ,5152.20 
2019/12/23,5178.00 ,5189.00 ,5161.00 ,5110.00 
2019/12/24,5095.60 ,5053.20 ,5030.00 ,4968.00 
2019/12/25,5142.00 ,5120.20 ,5098.40 ,5024.40 
2019/12/26,5162.20 ,5148.00 ,5128.00 ,5057.00 
2019/12/27,5207.60 ,5189.00 ,5158.00 ,5100.20 
2019/12/30,5145.80 ,5134.80 ,5110.00 ,5025.80 
2019/12/31,5250.00 ,5230.60 ,5200.00 ,5142.00 
2020/1/2,5300.00 ,5288.20 ,5269.60 ,5210.00 
2020/1/3,5375.40 ,5371.80 ,5342.20 ,5284.40 
2020/1/6,5360.20 ,5351.00 ,5311.40 ,5270.00 
2020/1/7,5443.00 ,5435.20 ,5420.20 ,5363.00 
2020/1/8,5480.40 ,5454.40 ,5450.80 ,5390.00 
2020/1/9,5477.60 ,5466.00 ,5458.80 ,5400.00 
2020/1/10,5514.80 ,5495.20 ,5496.60 ,5420.00 
2020/1/13,5471.80 ,5467.00 ,5440.00 ,5371.00 
2020/1/14,5589.80 ,5585.80 ,5570.00 ,5495.20 
2020/1/15,5533.00 ,5520.00 ,5504.60 ,5440.00 
2020/1/16,5531.80 ,5521.00 ,5513.00 ,5452.00 
2020/1/17,5551.60 ,5547.00 ,5544.40 ,5470.00 
2020/1/20,5517.00 ,5500.00 ,5430.00 ,5387.80 
2020/1/21,5572.20 ,5560.00 ,5490.00 ,5459.00 
2020/1/22,5495.00 ,5470.00 ,5399.00 ,5351.40 
2020/1/23,5510.00 ,5501.00 ,5445.20 ,5380.00 
2020/2/3,4805.40 ,4781.00 ,4711.00 ,4810.00 
2020/2/4,4900.00 ,4792.20 ,4710.00 ,4653.00 
2020/2/5,4988.80 ,4966.00 ,4889.00 ,4830.00 
2020/2/6,5075.00 ,5044.40 ,4969.40 ,4929.20 
2020/2/7,5228.40 ,5182.20 ,5090.00 ,5019.80 
2020/2/10,5271.00 ,5236.80 ,5120.20 ,5081.00 
2020/2/11,5341.00 ,5299.00 ,5169.00 ,5084.00 
2020/2/12,5303.00 ,5260.00 ,5157.80 ,5079.80 
2020/2/13,5431.40 ,5382.00 ,5262.00 ,5188.80 
2020/2/14,5388.80 ,5352.80 ,5241.40 ,5150.00 
2020/2/17,5440.00 ,5400.00 ,5300.00 ,5205.00 
2020/2/18,5590.40 ,5580.00 ,5500.00 ,5411.00 
2020/2/19,5622.00 ,5586.20 ,5500.00 ,5412.40 
2020/2/20,5625.00 ,5590.00 ,5490.20 ,5403.80 
2020/2/21,5697.60 ,5667.00 ,5566.00 ,5478.20 
2020/2/24,5759.00 ,5720.80 ,5640.00 ,5560.00 
2020/2/25,5766.00 ,5696.20 ,5610.00 ,5557.60 
2020/2/26,5801.20 ,5765.60 ,5670.00 ,5586.80 
2020/2/27,5736.00 ,5708.60 ,5618.20 ,5510.00 
2020/2/28,5540.00 ,5560.00 ,5408.00 ,5351.00 
2020/3/2,5463.00 ,5436.20 ,5355.00 ,5200.00 
2020/3/3,5710.00 ,5673.00 ,5555.00 ,5430.00 
2020/3/4,5625.20 ,5560.00 ,5492.00 ,5360.00 
2020/3/5,5739.00 ,5719.60 ,5605.00 ,5469.60 
2020/3/6,5690.60 ,5630.00 ,5550.00 ,5425.80 
2020/3/9,5582.00 ,5535.00 ,5440.00 ,5329.80 
2020/3/10,5508.60 ,5434.60 ,5398.00 ,5172.00 
2020/3/11,5645.00 ,5590.40 ,5513.00 ,5388.80 
2020/3/12,5469.00 ,5402.20 ,5300.00 ,5200.00 
2020/3/13,5200.00 ,5180.00 ,5021.00 ,4987.00 
2020/3/16,5419.00 ,5333.00 ,5302.00 ,5190.00 
2020/3/17,5296.00 ,5200.00 ,5100.20 ,4950.00 
2020/3/18,5200.00 ,5120.00 ,5030.00 ,4917.00 
2020/3/19,5119.00 ,5050.00 ,4925.60 ,4800.00 
2020/3/20,5200.00 ,5168.00 ,5040.00 ,4912.40 
2020/3/23,5007.00 ,4960.00 ,4867.00 ,4775.00 
2020/3/24,5060.00 ,5029.00 ,4950.00 ,4808.20 
2020/3/25,5125.00 ,5119.80 ,5020.00 ,4869.00 
2020/3/26,5111.00 ,5058.80 ,4981.40 ,4865.00 
2020/3/27,5149.00 ,5099.00 ,5018.00 ,4900.00 
2020/3/30,5001.20 ,4949.20 ,4898.00 ,4780.00 
2020/3/31,5020.00 ,4962.00 ,4908.20 ,4780.00 
2020/4/1,4963.20 ,4918.00 ,4830.20 ,4730.00 
2020/4/2,4956.00 ,4901.20 ,4817.00 ,4710.00 
2020/4/3,5103.60 ,5053.60 ,4986.00 ,4858.40 
2020/4/7,5160.00 ,5110.00 ,5050.00 ,4915.00 
2020/4/8,5195.40 ,5142.20 ,5052.00 ,4960.00 
2020/4/9,5260.00 ,5204.00 ,5131.60 ,5010.00 
2020/4/10,5269.20 ,5207.80 ,5147.20 ,5019.00 
2020/4/13,5160.00 ,5120.00 ,5033.80 ,4900.00 
2020/4/14,5180.00 ,5110.00 ,5049.00 ,4933.00 
2020/4/15,5266.00 ,5211.20 ,5139.60 ,5007.60 
2020/4/16,5235.40 ,5172.80 ,5106.80 ,4964.80 
2020/4/17,5360.00 ,5308.80 ,5220.20 ,5075.00 
2020/4/20,5280.00 ,5165.00 ,5050.20 ,4969.00 
2020/4/21,5276.40 ,5216.00 ,5050.00 ,4954.20 
2020/4/22,5215.00 ,5135.20 ,4970.20 ,4883.60 
2020/4/23,5310.40 ,5240.00 ,5061.00 ,4948.00 
2020/4/24,5267.00 ,5190.20 ,5010.80 ,4889.40 
2020/4/27,5230.00 ,5141.00 ,4975.00 ,4861.20 
2020/4/28,5202.80 ,5143.20 ,4971.00 ,4855.80 
2020/4/29,5157.60 ,5080.20 ,4921.00 ,4813.80 
